af2_json_path,pdb_path,mean_plddt,rmsd_to_input,mean_pae_intra_chain,mean_pae,pTMscore,af2_convergence_tol,af2_elapsed_folding_time
./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_10_model_4_ptm_seed_0_prediction_results.json,./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_10_model_4_ptm_seed_0_unrelaxed.pdb,89.05066680908203,1.6449191570281982,4.716823101043701,4.750964164733887,0.7358367443084717,0.04154995083808899,160.040540933609
./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_1_model_4_ptm_seed_0_prediction_results.json,./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_1_model_4_ptm_seed_0_unrelaxed.pdb,84.88444519042969,1.7486059665679932,5.473358631134033,5.523566722869873,0.7024192214012146,0.10389863699674606,36.20207953453064
./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_2_model_4_ptm_seed_0_prediction_results.json,./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_2_model_4_ptm_seed_0_unrelaxed.pdb,91.42355346679688,1.3681319952011108,3.8626129627227783,3.9341018199920654,0.7435837388038635,0.17576871812343597,36.23896241188049
./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_3_model_4_ptm_seed_0_prediction_results.json,./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_3_model_4_ptm_seed_0_unrelaxed.pdb,90.96674346923828,1.00444495677948,3.9808764457702637,4.0230021476745605,0.7412623167037964,0.04549349844455719,36.23115658760071
./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_4_model_4_ptm_seed_0_prediction_results.json,./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_4_model_4_ptm_seed_0_unrelaxed.pdb,82.13005828857422,6.984686851501465,7.301680564880371,7.374334812164307,0.6734344363212585,0.15575124323368073,36.5274703502655
./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_7_model_4_ptm_seed_0_prediction_results.json,./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_7_model_4_ptm_seed_0_unrelaxed.pdb,90.76581573486328,1.1875051259994507,4.063440799713135,4.116621971130371,0.7408438920974731,0.04234260320663452,110.82931137084961
./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_6_model_4_ptm_seed_0_prediction_results.json,./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_6_model_4_ptm_seed_0_unrelaxed.pdb,91.28788757324219,1.0960594415664673,3.8763716220855713,3.9762558937072754,0.7386882901191711,0.18956691026687622,36.30283832550049
./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_9_model_4_ptm_seed_0_prediction_results.json,./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_9_model_4_ptm_seed_0_unrelaxed.pdb,90.99510955810547,0.9774927496910095,3.9215309619903564,3.957700252532959,0.7412555813789368,0.06697726249694824,36.180617809295654
./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_8_model_4_ptm_seed_0_prediction_results.json,./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_8_model_4_ptm_seed_0_unrelaxed.pdb,92.1143569946289,1.063859462738037,3.6802403926849365,3.740886926651001,0.7482562065124512,0.037367429584264755,36.46760940551758
./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_5_model_4_ptm_seed_0_prediction_results.json,./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_5_model_4_ptm_seed_0_unrelaxed.pdb,86.36796569824219,1.300913691520691,5.20621919631958,5.281672954559326,0.7155435681343079,0.1293131560087204,36.34517288208008
