N      ['d7', 'd8', 'd17', 'd77']        Energy            Comment
2660	[-122.0, 118.0, 57.0, -83.0]		Rejected due to clashes.
2661	[-145.0, 121.0, 40.0, -75.0]		Rejected due to clashes.
2662	[160.0, 80.0, -79.0, -136.0]	-140.639263356265	Rejected due to high energy.
2663	[-154.0, -1.0, 79.0, 142.0]		Rejected due to clashes.
2664	[-21.0, 30.0, 70.0, 105.0]		Rejected due to clashes.
2665	[154.0, -48.0, 102.0, 24.0]		Rejected due to clashes.
2666	[-87.0, 103.0, 55.0, 85.0]		Rejected due to clashes.
2667	[-138.0, 96.0, -134.0, 18.0]		Rejected due to clashes.
2668	[-124.0, -112.0, -43.0, -94.0]		Rejected due to clashes.
2669	[-133.0, 64.0, -25.0, 40.0]		Rejected due to clashes.
2670	[28.0, 8.0, 6.0, 73.0]		Rejected due to clashes.
2671	[-46.0, 57.0, -38.0, -39.0]		Rejected due to clashes.
2672	[-71.0, 13.0, 177.0, -46.0]		Rejected due to clashes.
2673	[-161.0, 31.0, 58.0, 41.0]		Rejected due to clashes.
2674	[-126.0, 160.0, -4.0, -157.0]		Rejected due to clashes.
2675	[-159.0, -46.0, -146.0, 59.0]	-140.168570023519	Rejected due to high energy.
2676	[-139.0, -122.0, 86.0, 77.0]		Rejected due to clashes.
2677	[111.0, -135.0, -93.0, 99.0]	-140.757273244858	Rejected due to high energy.
2678	[-120.0, 128.0, 108.0, -110.0]	-140.506600718047	Rejected due to high energy.
2679	[-93.0, -157.0, -54.0, 150.0]		Rejected due to clashes.
2680	[118.0, 105.0, -121.0, -171.0]	-140.705236652968	Rejected due to high energy.
2681	[-156.0, 98.0, -22.0, -62.0]	-140.589578775283	Rejected due to high energy.
2682	[-100.0, -69.0, 173.0, -1.0]		Rejected due to clashes.
2683	[138.0, -93.0, -31.0, -163.0]		Rejected due to clashes.
2684	[-166.0, 59.0, 138.0, 4.0]		Rejected due to clashes.
2685	[158.0, -36.0, 78.0, 56.0]	-140.625805243381	Rejected due to high energy.
2686	[-150.0, 107.0, -146.0, -12.0]		Rejected due to clashes.
2687	[15.0, -120.0, 144.0, 168.0]		Rejected due to clashes.
2688	[162.0, 145.0, 30.0, 20.0]	-140.772843869228	Rejected due to high energy.
2689	[-158.0, -70.0, 64.0, -39.0]	-140.76738392681	Rejected due to high energy.
2690	[-68.0, -142.0, -25.0, -179.0]		Rejected due to clashes.
2691	[-171.0, -156.0, -25.0, -87.0]		Rejected due to clashes.
2692	[109.0, -176.0, -128.0, -46.0]		Rejected due to clashes.
2693	[-99.0, 38.0, -18.0, -1.0]		Rejected due to clashes.
2694	[126.0, -7.0, -56.0, -132.0]		Rejected due to clashes.
2695	[7.0, 5.0, 7.0, 67.0]		Rejected due to clashes.
2696	[-58.0, 128.0, 84.0, 168.0]		Rejected due to clashes.
2697	[143.0, -148.0, 4.0, -180.0]		Rejected due to clashes.
2698	[167.0, -117.0, 151.0, -105.0]		Rejected due to clashes.
2699	[178.0, 103.0, -53.0, -95.0]	-140.504729943657	Rejected due to high energy.
2700	[5.0, 124.0, 32.0, -21.0]		Rejected due to clashes.
2701	[147.0, 174.0, -18.0, -103.0]	-140.646647294033	Rejected due to high energy.
2702	[-106.0, -171.0, 74.0, -72.0]		Rejected due to clashes.
2703	[37.0, -159.0, 48.0, 147.0]	-140.519551062708	Rejected due to high energy.
2704	[128.0, 164.0, -139.0, 34.0]	-140.705881047019	Rejected due to high energy.
2705	[114.0, 11.0, -121.0, 16.0]	-140.647405995636	Rejected due to high energy.
2706	[-178.0, -122.0, -51.0, 144.0]		Rejected due to clashes.
2707	[-78.0, 67.0, -134.0, 111.0]		Rejected due to clashes.
2708	[-125.0, 64.0, 4.0, 75.0]		Rejected due to clashes.
2709	[-86.0, 175.0, 61.0, -125.0]		Rejected due to clashes.
2710	[0.0, 25.0, -132.0, -170.0]		Rejected due to clashes.
2711	[162.0, 152.0, -22.0, 58.0]	-140.490716316396	Rejected due to high energy.
2712	[-62.0, -70.0, -31.0, 20.0]		Rejected due to clashes.
2713	[-19.0, 87.0, 29.0, -146.0]		Rejected due to clashes.
2714	[179.0, -91.0, -26.0, 14.0]		Rejected due to clashes.
2715	[157.0, -103.0, -19.0, 158.0]		Rejected due to clashes.
2716	[117.0, -140.0, -119.0, -76.0]	-140.583757455823	Rejected due to high energy.
2717	[-62.0, 21.0, -22.0, -101.0]		Rejected due to clashes.
2718	[177.0, -22.0, -157.0, -43.0]		Rejected due to clashes.
2719	[58.0, 67.0, 72.0, 53.0]	-140.627050960901	Rejected due to high energy.
2720	[86.0, -47.0, 137.0, 12.0]		Rejected due to clashes.
2721	[-20.0, -106.0, -147.0, -93.0]		Rejected due to clashes.
2722	[-164.0, -161.0, -104.0, -43.0]		Rejected due to clashes.
2723	[-92.0, -102.0, -128.0, 117.0]		Rejected due to clashes.
2724	[-48.0, -145.0, 88.0, -163.0]		Rejected due to clashes.
2725	[-65.0, -144.0, 51.0, 111.0]		Rejected due to clashes.
2726	[107.0, 113.0, -80.0, -38.0]	-140.759155589022	Rejected due to high energy.
2727	[-164.0, 28.0, 139.0, 124.0]		Rejected due to clashes.
2728	[-106.0, -86.0, 104.0, 50.0]		Rejected due to clashes.
2729	[157.0, 81.0, 75.0, 176.0]	-140.734152927275	Rejected due to high energy.
2730	[-150.0, 140.0, -87.0, -35.0]		Rejected due to clashes.
2731	[-85.0, 117.0, -58.0, -33.0]		Rejected due to clashes.
2732	[-120.0, 22.0, -106.0, -159.0]		Rejected due to clashes.
2733	[-103.0, 55.0, 109.0, 49.0]		Rejected due to clashes.
2734	[30.0, 155.0, -102.0, 141.0]		Rejected due to clashes.
2735	[-112.0, -160.0, -159.0, 175.0]		Rejected due to clashes.
2736	[180.0, 77.0, 149.0, 76.0]		Rejected due to clashes.
2737	[-109.0, 75.0, -30.0, -143.0]		Rejected due to clashes.
2738	[-15.0, 41.0, -73.0, 53.0]		Rejected due to clashes.
2739	[-136.0, -103.0, 5.0, -11.0]		Rejected due to clashes.
2740	[-12.0, -16.0, -53.0, 53.0]		Rejected due to clashes.
2741	[-25.0, 92.0, -140.0, 87.0]		Rejected due to clashes.
2742	[-5.0, 130.0, 66.0, 113.0]		Rejected due to clashes.
2743	[-116.0, -163.0, 173.0, 0.0]		Rejected due to clashes.
2744	[-71.0, -57.0, -44.0, -177.0]		Rejected due to clashes.
2745	[12.0, -151.0, 82.0, 25.0]		Rejected due to clashes.
2746	[-126.0, -67.0, -32.0, 25.0]		Rejected due to clashes.
2747	[-110.0, -84.0, -47.0, -72.0]		Rejected due to clashes.
2748	[178.0, -148.0, -88.0, 13.0]		Rejected due to clashes.
2749	[-16.0, 31.0, -96.0, 1.0]		Rejected due to clashes.
2750	[-145.0, 37.0, -158.0, 107.0]		Rejected due to clashes.
2751	[172.0, 59.0, 142.0, 115.0]	-140.516111642692	Rejected due to high energy.
2752	[-152.0, -38.0, 144.0, 4.0]		Rejected due to clashes.
2753	[-165.0, -66.0, -120.0, 124.0]		Rejected due to clashes.
2754	[-143.0, -113.0, 114.0, 75.0]		Rejected due to clashes.
2755	[169.0, -13.0, -124.0, -151.0]	-140.594878538551	Rejected due to high energy.
2756	[72.0, -15.0, -56.0, 42.0]		Rejected due to clashes.
2757	[-151.0, 131.0, 32.0, -179.0]	-140.736651734685	Rejected due to high energy.
2758	[144.0, -12.0, 57.0, -49.0]	-140.743687854008	Rejected due to high energy.
2759	[-36.0, -93.0, 19.0, 7.0]		Rejected due to clashes.
2760	[31.0, -136.0, -31.0, -44.0]		Rejected due to clashes.
2761	[-142.0, 157.0, -100.0, 108.0]		Rejected due to clashes.
2762	[-97.0, 105.0, 91.0, -87.0]		Rejected due to clashes.
2763	[-126.0, -107.0, -58.0, -53.0]		Rejected due to clashes.
2764	[180.0, 33.0, -164.0, -95.0]		Rejected due to clashes.
2765	[-62.0, -74.0, 87.0, 117.0]		Rejected due to clashes.
2766	[8.0, -155.0, -111.0, -30.0]		Rejected due to clashes.
2767	[141.0, -78.0, -43.0, -152.0]		Rejected due to clashes.
2768	[43.0, -69.0, -158.0, -84.0]		Rejected due to clashes.
2769	[-172.0, 133.0, 116.0, 134.0]	-140.616828686639	Rejected due to high energy.
2770	[-28.0, 96.0, 34.0, 104.0]		Rejected due to clashes.
2771	[35.0, 116.0, 178.0, 20.0]		Rejected due to clashes.
2772	[3.0, -173.0, -27.0, 163.0]		Rejected due to clashes.
2773	[-120.0, 22.0, -30.0, 40.0]		Rejected due to clashes.
2774	[3.0, 87.0, 177.0, -141.0]		Rejected due to clashes.
2775	[57.0, -75.0, -23.0, -38.0]		Rejected due to clashes.
2776	[4.0, 134.0, -116.0, -22.0]		Rejected due to clashes.
2777	[88.0, -119.0, -42.0, -130.0]		Rejected due to clashes.
2778	[-88.0, 11.0, 77.0, 21.0]		Rejected due to clashes.
2779	[154.0, 32.0, -131.0, 160.0]	-140.663157217283	Rejected due to high energy.
2780	[-140.0, 120.0, 153.0, -167.0]		Rejected due to clashes.
2781	[-91.0, -93.0, 140.0, -118.0]		Rejected due to clashes.
2782	[-128.0, 63.0, 79.0, -87.0]	-140.618044350121	Rejected due to high energy.
2783	[106.0, 167.0, 76.0, -179.0]		Rejected due to clashes.
2784	[-52.0, -88.0, -108.0, -111.0]		Rejected due to clashes.
2785	[-55.0, 157.0, 172.0, 175.0]		Rejected due to clashes.
2786	[-95.0, -29.0, -51.0, -131.0]		Rejected due to clashes.
2787	[52.0, 48.0, -85.0, -121.0]	-140.740169454862	Rejected due to high energy.
2788	[-172.0, -39.0, -169.0, 13.0]		Rejected due to clashes.
2789	[-30.0, 88.0, 88.0, -52.0]		Rejected due to clashes.
2790	[159.0, -57.0, -134.0, -112.0]	-140.600492931675	Rejected due to high energy.
2791	[175.0, 108.0, -67.0, 175.0]	-140.668064649516	Rejected due to high energy.
2792	[-42.0, 56.0, -3.0, 129.0]		Rejected due to clashes.
2793	[-2.0, 3.0, 2.0, -54.0]		Rejected due to clashes.
2794	[-163.0, 139.0, 109.0, 34.0]	-140.427334611524	Rejected due to high energy.
2795	[152.0, -57.0, 125.0, 140.0]	-140.591888104289	Rejected due to high energy.
2796	[-40.0, -97.0, 67.0, -125.0]		Rejected due to clashes.
2797	[52.0, 16.0, -179.0, -170.0]		Rejected due to clashes.
2798	[61.0, 101.0, 174.0, -137.0]		Rejected due to clashes.
2799	[-86.0, -165.0, 69.0, -106.0]		Rejected due to clashes.
2800	[-26.0, -70.0, 163.0, 96.0]		Rejected due to clashes.
2801	[-60.0, -106.0, -103.0, 90.0]		Rejected due to clashes.
2802	[-69.0, 96.0, 74.0, 84.0]		Rejected due to clashes.
2803	[127.0, 133.0, -138.0, -160.0]	-140.683669791714	Rejected due to high energy.
2804	[111.0, 16.0, -25.0, -24.0]		Rejected due to clashes.
2805	[163.0, -65.0, 50.0, -125.0]	-140.746902917582	Rejected due to high energy.
2806	[-81.0, 135.0, 167.0, -12.0]		Rejected due to clashes.
2807	[84.0, -133.0, 154.0, -99.0]		Rejected due to clashes.
2808	[-179.0, -109.0, 43.0, -110.0]	-140.732919688342	Rejected due to high energy.
2809	[117.0, 32.0, -132.0, -165.0]	-140.712228005772	Rejected due to high energy.
2810	[53.0, 96.0, -11.0, -176.0]		Rejected due to clashes.
2811	[57.0, -24.0, 114.0, -168.0]		Rejected due to clashes.
2812	[88.0, -166.0, 149.0, 24.0]		Rejected due to clashes.
2813	[163.0, -73.0, 99.0, -73.0]	-140.75592955952	Rejected due to high energy.
2814	[-67.0, -9.0, -108.0, 23.0]		Rejected due to clashes.
2815	[-82.0, 98.0, -150.0, 65.0]		Rejected due to clashes.
2816	[12.0, -158.0, -143.0, -113.0]		Rejected due to clashes.
2817	[98.0, 113.0, -71.0, -168.0]	-140.76098226111	Rejected due to high energy.
2818	[151.0, 124.0, -137.0, 49.0]	-140.614846293822	Rejected due to high energy.
2819	[165.0, 170.0, 95.0, -88.0]	-140.743850831508	Rejected due to high energy.
2820	[-52.0, -91.0, -173.0, 87.0]		Rejected due to clashes.
2821	[29.0, -28.0, -12.0, 179.0]		Rejected due to clashes.
2822	[123.0, 133.0, -98.0, -135.0]	-140.775643472292	Rejected due to high energy.
2823	[-162.0, 86.0, 46.0, -156.0]	-140.762761085289	Rejected due to high energy.
2824	[-31.0, 100.0, -91.0, -91.0]		Rejected due to clashes.
2825	[38.0, 109.0, -27.0, -155.0]		Rejected due to clashes.
2826	[-173.0, -42.0, -19.0, 121.0]	-140.578121605131	Rejected due to high energy.
2827	[-74.0, 126.0, -117.0, 9.0]		Rejected due to clashes.
2828	[162.0, 111.0, 170.0, 92.0]		Rejected due to clashes.
2829	[-146.0, -72.0, -89.0, 32.0]		Rejected due to clashes.
2830	[-134.0, -86.0, -93.0, 125.0]		Rejected due to clashes.
2831	[-63.0, 179.0, 103.0, 80.0]		Rejected due to clashes.
2832	[11.0, 27.0, 27.0, 24.0]		Rejected due to clashes.
2833	[-16.0, -146.0, -9.0, -29.0]		Rejected due to clashes.
2834	[-67.0, 155.0, -8.0, 32.0]		Rejected due to clashes.
2835	[-115.0, 15.0, 163.0, -173.0]		Rejected due to clashes.
2836	[53.0, -67.0, -51.0, -89.0]		Rejected due to clashes.
2837	[-125.0, 96.0, 25.0, -98.0]		Rejected due to clashes.
2838	[-131.0, 119.0, 128.0, 53.0]		Rejected due to clashes.
2839	[-76.0, -66.0, -106.0, -162.0]		Rejected due to clashes.
2840	[85.0, -170.0, -47.0, 38.0]		Rejected due to clashes.
2841	[77.0, 17.0, -79.0, -39.0]	-140.71130664901	Rejected due to high energy.
2842	[61.0, 58.0, 145.0, -31.0]		Rejected due to clashes.
2843	[-65.0, -70.0, -124.0, 77.0]		Rejected due to clashes.
2844	[27.0, 114.0, -116.0, 126.0]		Rejected due to clashes.
2845	[88.0, -141.0, -65.0, -130.0]	-140.573007960063	Rejected due to high energy.
2846	[-53.0, 76.0, 13.0, 134.0]		Rejected due to clashes.
2847	[-155.0, -18.0, -64.0, 167.0]		Rejected due to clashes.
2848	[153.0, -175.0, -151.0, 105.0]		Rejected due to clashes.
2849	[-120.0, -91.0, 81.0, -150.0]		Rejected due to clashes.
2850	[-118.0, 57.0, 125.0, 109.0]		Rejected due to clashes.
2851	[60.0, 159.0, 116.0, -60.0]		Rejected due to clashes.
2852	[-123.0, 173.0, 62.0, 25.0]		Rejected due to clashes.
2853	[112.0, -142.0, -155.0, 77.0]	-140.338847069847	Rejected due to high energy.
2854	[-123.0, -24.0, -158.0, -99.0]		Rejected due to clashes.
2855	[135.0, -9.0, 70.0, -157.0]	-140.635601086286	Rejected due to high energy.
2856	[141.0, -88.0, -107.0, 16.0]		Rejected due to clashes.
2857	[-85.0, 46.0, 146.0, 169.0]		Rejected due to clashes.
2858	[-157.0, -35.0, 112.0, -52.0]	-140.604985331228	Rejected due to high energy.
2859	[-58.0, -5.0, -39.0, 163.0]		Rejected due to clashes.
2860	[148.0, 49.0, 177.0, 16.0]		Rejected due to clashes.
2861	[68.0, -58.0, 40.0, 58.0]	-140.662833147067	Rejected due to high energy.
2862	[-115.0, 70.0, -78.0, 103.0]		Rejected due to clashes.
2863	[165.0, 20.0, -133.0, -165.0]	-140.653718378584	Rejected due to high energy.
2864	[-178.0, -68.0, 115.0, 142.0]		Rejected due to clashes.
2865	[-81.0, 18.0, 102.0, 134.0]		Rejected due to clashes.
2866	[85.0, 156.0, -166.0, 42.0]		Rejected due to clashes.
2867	[-11.0, 148.0, 103.0, 125.0]		Rejected due to clashes.
2868	[69.0, 66.0, 5.0, -42.0]		Rejected due to clashes.
2869	[156.0, -20.0, 47.0, -143.0]	-140.75684744535	Rejected due to high energy.
2870	[-112.0, -50.0, 141.0, 107.0]		Rejected due to clashes.
2871	[122.0, -42.0, 157.0, 41.0]		Rejected due to clashes.
2872	[-29.0, 132.0, -46.0, 116.0]		Rejected due to clashes.
2873	[-75.0, 134.0, -107.0, -77.0]		Rejected due to clashes.
2874	[130.0, -123.0, 81.0, 159.0]	-140.7535061403	Rejected due to high energy.
2875	[-69.0, 125.0, 88.0, 162.0]		Rejected due to clashes.
2876	[-26.0, -60.0, -114.0, 162.0]		Rejected due to clashes.
2877	[-155.0, -180.0, -119.0, -158.0]		Rejected due to clashes.
2878	[-66.0, -108.0, 159.0, -26.0]		Rejected due to clashes.
2879	[-123.0, 85.0, 155.0, -176.0]		Rejected due to clashes.
2880	[-101.0, 24.0, 65.0, -91.0]		Rejected due to clashes.
2881	[58.0, 26.0, 34.0, -71.0]		Rejected due to clashes.
2882	[170.0, 140.0, 36.0, -35.0]		Rejected due to clashes.
2883	[170.0, 51.0, 169.0, -63.0]		Rejected due to clashes.
2884	[125.0, -170.0, -146.0, -149.0]	-140.663283830099	Rejected due to high energy.
2885	[-20.0, -140.0, 170.0, 146.0]		Rejected due to clashes.
2886	[136.0, -74.0, 32.0, 26.0]	-140.778482538901	Rejected due to high energy.
2887	[-94.0, -137.0, -114.0, 116.0]		Rejected due to clashes.
2888	[96.0, -23.0, -74.0, -103.0]		Rejected due to clashes.
2889	[45.0, -62.0, 148.0, -56.0]		Rejected due to clashes.
2890	[44.0, -154.0, -119.0, -73.0]		Rejected due to clashes.
2891	[-109.0, 73.0, 127.0, -52.0]		Rejected due to clashes.
2892	[-73.0, -19.0, 0.0, -25.0]		Rejected due to clashes.
2893	[125.0, 121.0, 33.0, -135.0]	-140.778916560917	Rejected due to high energy.
2894	[129.0, -126.0, -52.0, -112.0]		Rejected due to clashes.
2895	[45.0, 59.0, 158.0, 25.0]		Rejected due to clashes.
2896	[83.0, -109.0, 47.0, -28.0]	-140.759252893807	Rejected due to high energy.
2897	[-59.0, 142.0, 139.0, 5.0]		Rejected due to clashes.
2898	[109.0, 88.0, -166.0, 61.0]		Rejected due to clashes.
2899	[169.0, -38.0, -49.0, 169.0]	-140.685780334633	Rejected due to high energy.
2900	[-29.0, 132.0, -72.0, -137.0]		Rejected due to clashes.
2901	[27.0, 113.0, 138.0, -109.0]		Rejected due to clashes.
2902	[-40.0, 122.0, 85.0, 65.0]		Rejected due to clashes.
2903	[46.0, 6.0, -111.0, 146.0]		Rejected due to clashes.
2904	[-33.0, 180.0, -72.0, -92.0]		Rejected due to clashes.
2905	[68.0, -30.0, -8.0, -31.0]		Rejected due to clashes.
2906	[-32.0, -56.0, 85.0, -98.0]		Rejected due to clashes.
2907	[21.0, -174.0, 149.0, 162.0]		Rejected due to clashes.
2908	[108.0, -75.0, 145.0, 23.0]		Rejected due to clashes.
2909	[143.0, -138.0, -62.0, 100.0]	-140.711341485393	Rejected due to high energy.
2910	[111.0, 179.0, 112.0, 82.0]		Rejected due to clashes.
2911	[-46.0, 72.0, -63.0, 115.0]		Rejected due to clashes.
2912	[-33.0, -47.0, 4.0, 136.0]		Rejected due to clashes.
2913	[32.0, 31.0, -10.0, -123.0]		Rejected due to clashes.
2914	[-171.0, 12.0, 146.0, -45.0]		Rejected due to clashes.
2915	[-127.0, 14.0, 26.0, 13.0]		Rejected due to clashes.
2916	[162.0, -170.0, -89.0, -167.0]		Rejected due to clashes.
2917	[58.0, 137.0, -114.0, -30.0]		Rejected due to clashes.
2918	[158.0, 159.0, -32.0, 25.0]		Rejected due to clashes.
2919	[28.0, 106.0, -174.0, 91.0]		Rejected due to clashes.
2920	[60.0, 3.0, 16.0, -134.0]	-140.649345684367	Rejected due to high energy.
2921	[-94.0, -141.0, 169.0, 98.0]		Rejected due to clashes.
2922	[-5.0, 130.0, -124.0, -45.0]		Rejected due to clashes.
2923	[149.0, -138.0, -81.0, 58.0]	-140.650752169628	Rejected due to high energy.
2924	[145.0, 145.0, 48.0, 116.0]	-140.728157372881	Rejected due to high energy.
2925	[-130.0, 113.0, -102.0, 153.0]		Rejected due to clashes.
2926	[105.0, -142.0, -51.0, 108.0]	-140.733808652896	Rejected due to high energy.
2927	[-55.0, 45.0, -175.0, -5.0]		Rejected due to clashes.
2928	[55.0, 127.0, -15.0, -175.0]		Rejected due to clashes.
2929	[128.0, 101.0, 77.0, -50.0]	-140.78620694397
2930	[-124.0, -52.0, 7.0, 103.0]		Rejected due to clashes.
2931	[138.0, -95.0, 123.0, 179.0]	-140.379157644451	Rejected due to high energy.
2932	[146.0, 110.0, 130.0, 53.0]		Rejected due to clashes.
2933	[-138.0, -145.0, 108.0, -43.0]		Rejected due to clashes.
2934	[137.0, -98.0, -41.0, -79.0]	-140.654682552528	Rejected due to high energy.
2935	[57.0, 80.0, -169.0, 115.0]		Rejected due to clashes.
2936	[-81.0, -178.0, -24.0, 3.0]		Rejected due to clashes.
2937	[68.0, -12.0, -128.0, 115.0]		Rejected due to clashes.
2938	[31.0, -91.0, -62.0, -145.0]		Rejected due to clashes.
2939	[145.0, 81.0, -127.0, -109.0]		Rejected due to clashes.
2940	[-53.0, -93.0, 160.0, -33.0]		Rejected due to clashes.
2941	[95.0, -156.0, -85.0, -171.0]	-140.755662295276	Rejected due to high energy.
2942	[-7.0, -51.0, 93.0, 127.0]		Rejected due to clashes.
2943	[-41.0, -38.0, -144.0, -106.0]		Rejected due to clashes.
2944	[117.0, -159.0, 28.0, 66.0]	-140.755073981336	Rejected due to high energy.
2945	[-73.0, -60.0, 12.0, -94.0]		Rejected due to clashes.
2946	[173.0, 52.0, 2.0, 177.0]		Rejected due to clashes.
2947	[-50.0, -148.0, 102.0, 73.0]		Rejected due to clashes.
2948	[-14.0, -69.0, 162.0, -170.0]		Rejected due to clashes.
2949	[72.0, 172.0, -139.0, 116.0]		Rejected due to clashes.
2950	[97.0, -172.0, -34.0, 10.0]		Rejected due to clashes.
2951	[129.0, 157.0, 32.0, 35.0]	-140.757649967688	Rejected due to high energy.
2952	[-21.0, -35.0, -48.0, -111.0]		Rejected due to clashes.
2953	[148.0, 87.0, 17.0, -7.0]		Rejected due to clashes.
2954	[150.0, -19.0, 18.0, 127.0]		Rejected due to clashes.
2955	[82.0, -54.0, 107.0, -50.0]		Rejected due to clashes.
2956	[128.0, 166.0, 85.0, -18.0]		Rejected due to clashes.
2957	[-89.0, -168.0, -49.0, 143.0]		Rejected due to clashes.
2958	[-85.0, 82.0, 91.0, 39.0]		Rejected due to clashes.
2959	[82.0, 79.0, 134.0, -168.0]	-140.239079917899	Rejected due to high energy.
2960	[-146.0, 83.0, 15.0, -176.0]		Rejected due to clashes.
2961	[103.0, 39.0, -144.0, -8.0]	-140.525241793214	Rejected due to high energy.
2962	[43.0, -173.0, 23.0, 12.0]		Rejected due to clashes.
2963	[-173.0, 174.0, 148.0, 152.0]		Rejected due to clashes.
2964	[-153.0, 41.0, -92.0, -180.0]		Rejected due to clashes.
2965	[96.0, 160.0, 40.0, 2.0]	-140.751884647135	Rejected due to high energy.
2966	[85.0, 26.0, -142.0, -155.0]	-140.600431716581	Rejected due to high energy.
2967	[75.0, -43.0, -16.0, -71.0]		Rejected due to clashes.
2968	[-40.0, -19.0, 69.0, -178.0]		Rejected due to clashes.
2969	[-84.0, 87.0, -34.0, 11.0]		Rejected due to clashes.
2970	[112.0, 70.0, -19.0, 106.0]	-140.686598887941	Rejected due to high energy.
2971	[19.0, 155.0, 146.0, -153.0]		Rejected due to clashes.
2972	[111.0, -49.0, -50.0, -143.0]		Rejected due to clashes.
2973	[-97.0, -20.0, 97.0, 83.0]		Rejected due to clashes.
2974	[-109.0, -31.0, 178.0, -112.0]		Rejected due to clashes.
2975	[88.0, -156.0, 70.0, 116.0]	-140.765018144764	Rejected due to high energy.
2976	[14.0, -107.0, -168.0, 100.0]		Rejected due to clashes.
2977	[-41.0, -170.0, -28.0, 179.0]		Rejected due to clashes.
2978	[-170.0, -23.0, 175.0, 99.0]		Rejected due to clashes.
2979	[-141.0, -96.0, 43.0, 151.0]	-140.674072192325	Rejected due to high energy.
2980	[152.0, 112.0, 57.0, -109.0]	-140.748540926036	Rejected due to high energy.
2981	[-48.0, -13.0, -103.0, 52.0]		Rejected due to clashes.
2982	[0.0, 135.0, 86.0, 132.0]		Rejected due to clashes.
2983	[-157.0, 149.0, 37.0, -113.0]	-140.744923458651	Rejected due to high energy.
2984	[-10.0, 90.0, -63.0, 120.0]		Rejected due to clashes.
2985	[134.0, 87.0, 56.0, -12.0]	-140.779360180136	Rejected due to high energy.
2986	[58.0, 59.0, 122.0, -81.0]	-140.583745924627	Rejected due to high energy.
2987	[-68.0, -109.0, 136.0, 61.0]		Rejected due to clashes.
2988	[104.0, 129.0, 85.0, -140.0]		Rejected due to clashes.
2989	[-73.0, -66.0, 4.0, -17.0]		Rejected due to clashes.
2990	[101.0, 29.0, -89.0, 51.0]	-140.716427108002	Rejected due to high energy.
2991	[-137.0, -180.0, -138.0, 50.0]		Rejected due to clashes.
2992	[77.0, 82.0, 28.0, -163.0]	-140.780015725357	Rejected due to high energy.
2993	[-66.0, 91.0, 90.0, 70.0]		Rejected due to clashes.
2994	[102.0, -60.0, 23.0, 79.0]	-140.708416809642	Rejected due to high energy.
2995	[1.0, 81.0, 109.0, -118.0]		Rejected due to clashes.
2996	[-21.0, 53.0, -126.0, 134.0]		Rejected due to clashes.
2997	[0.0, -12.0, -142.0, 87.0]		Rejected due to clashes.
2998	[49.0, -41.0, 58.0, -63.0]	-140.430267266318	Rejected due to high energy.
2999	[-17.0, 119.0, 162.0, -169.0]		Rejected due to clashes.
3000	[58.0, 142.0, -13.0, -36.0]		Rejected due to clashes.
3001	[-21.0, -31.0, 29.0, 85.0]		Rejected due to clashes.
3002	[-179.0, -134.0, 19.0, 43.0]	-140.726861571443	Rejected due to high energy.
3003	[144.0, 101.0, -113.0, -136.0]	-140.551470577014	Rejected due to high energy.
3004	[-19.0, 19.0, 113.0, -84.0]		Rejected due to clashes.
3005	[1.0, -75.0, -143.0, -59.0]		Rejected due to clashes.
3006	[-100.0, -137.0, -72.0, -43.0]		Rejected due to clashes.
3007	[-21.0, -4.0, 39.0, 78.0]		Rejected due to clashes.
3008	[21.0, -32.0, 148.0, -133.0]		Rejected due to clashes.
3009	[-10.0, 108.0, 109.0, -31.0]		Rejected due to clashes.
3010	[-2.0, -72.0, 91.0, -106.0]		Rejected due to clashes.
3011	[163.0, 101.0, -32.0, 122.0]	-140.711359767788	Rejected due to high energy.
3012	[-17.0, -104.0, -167.0, 85.0]		Rejected due to clashes.
3013	[117.0, -95.0, 98.0, -162.0]		Rejected due to clashes.
3014	[53.0, 17.0, 13.0, -127.0]	-140.668605904168	Rejected due to high energy.
3015	[-136.0, 177.0, 29.0, 142.0]		Rejected due to clashes.
3016	[-169.0, 149.0, 99.0, 55.0]	-140.640353202104	Rejected due to high energy.
3017	[9.0, 22.0, 80.0, -44.0]		Rejected due to clashes.
3018	[9.0, -175.0, 93.0, 72.0]		Rejected due to clashes.
3019	[10.0, -163.0, -43.0, -35.0]		Rejected due to clashes.
3020	[60.0, 118.0, 24.0, 73.0]	-140.703827424436	Rejected due to high energy.
3021	[126.0, -162.0, 119.0, 122.0]	-140.683390733354	Rejected due to high energy.
3022	[-175.0, 102.0, -76.0, 6.0]	-140.583081941015	Rejected due to high energy.
3023	[-165.0, 92.0, -175.0, 130.0]		Rejected due to clashes.
3024	[-145.0, 19.0, 113.0, -28.0]		Rejected due to clashes.
3025	[-114.0, -118.0, 149.0, 143.0]		Rejected due to clashes.
3026	[148.0, -143.0, 71.0, -103.0]	-140.745130022007	Rejected due to high energy.
3027	[143.0, 95.0, 67.0, -27.0]	-140.780614752009	Rejected due to high energy.
3028	[25.0, -80.0, 39.0, 72.0]		Rejected due to clashes.
3029	[-1.0, -83.0, -1.0, 173.0]		Rejected due to clashes.
3030	[16.0, -171.0, 145.0, 76.0]		Rejected due to clashes.
3031	[64.0, 14.0, 28.0, -73.0]		Rejected due to clashes.
